Day,pnl_absolute,cum_pnl,roi,returns,pnl_absolute fro excel sheet ,difference
2023-06-12,486.25,-12112.5,-8.08,-8.075,486.25,0
2023-06-13,296.25,-11816.25,-7.88,-7.8775,296.25,0
2023-06-14,395,-11421.25,-7.61,-7.61416666666667,395,0
2023-06-15,-1457.5,-12878.75,-8.59,-8.58583333333333,-1457.5,0
2023-06-16,-492.5,-13371.25,-8.91,-8.91416666666667,-492.5,0
2023-06-19,-301.25,-13672.5,-9.12,-9.115,-301.25,0
2023-06-20,106.25,-13566.25,-9.04,-9.04416666666667,106.25,0
2023-06-21,500,-13066.25,-8.71,-8.71083333333333,500,0
2023-06-22,-1431.25,-14497.5,-9.66,-9.665,-1431.25,0
2023-06-23,250,-14247.5,-9.5,-9.49833333333333,250,0
2023-06-26,601.25,-13646.25,-9.1,-9.0975,601.25,0
2023-06-27,-628.75,-14275,-9.52,-9.51666666666667,-628.75,0
2023-06-28,0,-14275,-9.52,-9.51666666666667,0,0
2023-06-30,-312.5,-14587.5,-9.72,-9.725,-312.5,0
2023-07-03,-263.75,-14851.25,-9.9,-9.90083333333333,-263.75,0
2023-07-04,300,-14551.25,-9.7,-9.70083333333333,300,0
2023-07-05,1036.25,-13515,-9.01,-9.01,1036.25,0
2023-07-06,-1503.75,-15018.75,-10.01,-10.0125,-1503.75,0
2023-07-07,563.75,-14455,-9.64,-9.63666666666667,563.75,0
2023-07-10,236.25,-14218.75,-9.48,-9.47916666666667,236.25,0
2023-07-11,-1203.75,-15422.5,-10.28,-10.2816666666667,-1203.75,0
2023-07-12,-132.5,-15555,-10.37,-10.37,-132.5,0
2023-07-13,-1671.25,-17226.25,-11.48,-11.4841666666667,-1671.25,0
2023-07-14,362.5,-16863.75,-11.24,-11.2425,362.5,0
2023-07-17,-2105,-18968.75,-12.65,-12.6458333333333,-2105,0
2023-07-18,-502.5,-19471.25,-12.98,-12.9808333333333,-502.5,0
2023-07-19,1030,-18441.25,-12.29,-12.2941666666667,1030,0
2023-07-20,-1526.25,-19967.5,-13.31,-13.3116666666667,-1526.25,0
2023-07-21,207,-19760.5,-13.17,-13.1736666666667,207,0
2023-07-24,237.75,-19522.75,-13.02,-13.0151666666667,237.75,0
2023-07-25,341.25,-19181.5,-12.79,-12.7876666666667,341.25,0
2023-07-26,172.5,-19009,-12.67,-12.6726666666667,172.5,0
2023-07-27,-1191.75,-20200.75,-13.47,-13.4671666666667,-1191.75,0
2023-07-28,315.75,-19885,-13.26,-13.2566666666667,315.75,0
2023-07-31,-32.25,-19917.25,-13.28,-13.2781666666667,-32.25,0
2023-08-01,222.75,-19694.5,-13.13,-13.1296666666667,222.75,0
2023-08-02,-1149,-20843.5,-13.9,-13.8956666666667,-1149,0
2023-08-03,-948,-21791.5,-14.53,-14.5276666666667,-948,0
2023-08-04,111.75,-21679.75,-14.45,-14.4531666666667,111.75,0
2023-08-07,117,-21562.75,-14.38,-14.3751666666667,117,0
2023-08-08,399.75,-21163,-14.11,-14.1086666666667,399.75,0
2023-08-09,658.5,-20504.5,-13.67,-13.6696666666667,658.5,0
2023-08-10,2170.5,-18334,-12.22,-12.2226666666667,2170.5,0
2023-08-11,360,-17974,-11.98,-11.9826666666667,360,0
2023-08-14,110.25,-17863.75,-11.91,-11.9091666666667,110.25,0
2023-08-16,-91.5,-17955.25,-11.97,-11.9701666666667,-91.5,0
2023-08-17,3099.75,-14855.5,-9.9,-9.90366666666667,3099.75,0
2023-08-18,215.25,-14640.25,-9.76,-9.76016666666667,215.25,0
2023-08-21,110.25,-14530,-9.69,-9.68666666666667,110.25,0
2023-08-22,369.75,-14160.25,-9.44,-9.44016666666667,369.75,0
2023-08-23,-970.5,-15130.75,-10.09,-10.0871666666667,-970.5,0
2023-08-24,3.75,-15127,-10.08,-10.0846666666667,3.75,0
2023-08-25,223.5,-14903.5,-9.94,-9.93566666666667,223.5,0
2023-08-28,18.75,-14884.75,-9.92,-9.92316666666667,18.75,0
2023-08-29,339,-14545.75,-9.7,-9.69716666666667,339,0
2023-08-30,-1011.75,-15557.5,-10.37,-10.3716666666667,-1011.75,0
2023-08-31,-874.5,-16432,-10.95,-10.9546666666667,-874.5,0
2023-09-01,-675,-17107,-11.4,-11.4046666666667,-675,0
2023-09-12,-1107.75,-18214.75,-12.14,-12.1431666666667,-1107.75,0
2023-09-13,-937.5,-19152.25,-12.77,-12.7681666666667,-937.5,0
2023-09-14,222,-18930.25,-12.62,-12.6201666666667,222,0
2023-09-15,171,-18759.25,-12.51,-12.5061666666667,171,0
2023-09-18,667.5,-18091.75,-12.06,-12.0611666666667,667.5,0
2023-09-19,0,-18091.75,-12.06,-12.0611666666667,0,0
2023-09-20,-1140.75,-19232.5,-12.82,-12.8216666666667,-1140.75,0
2023-09-21,95.25,-19137.25,-12.76,-12.7581666666667,95.25,0
2023-09-22,275.25,-18862,-12.57,-12.5746666666667,275.25,0
2023-09-25,27.75,-18834.25,-12.56,-12.5561666666667,27.75,0
2023-09-26,489.75,-18344.5,-12.23,-12.2296666666667,489.75,0
2023-09-27,524.25,-17820.25,-11.88,-11.8801666666667,524.25,0
2023-09-28,-12,-17832.25,-11.89,-11.8881666666667,-12,0
2023-09-29,248.25,-17584,-11.72,-11.7226666666667,248.25,0
2023-10-03,675,-16909,-11.27,-11.2726666666667,675,0
2023-10-04,2422.5,-14486.5,-9.66,-9.65766666666667,2422.5,0
2023-10-05,234.75,-14251.75,-9.5,-9.50116666666667,234.75,0
2023-10-06,217.5,-14034.25,-9.36,-9.35616666666667,217.5,0
2023-10-09,324.75,-13709.5,-9.14,-9.13966666666667,324.75,0
2023-10-10,-1136.25,-14845.75,-9.9,-9.89716666666667,-1136.25,0
2023-10-11,1680,-13165.75,-8.78,-8.77716666666667,1680,0
2023-10-12,141.75,-13024,-8.68,-8.68266666666667,141.75,0
2023-10-13,103.5,-12920.5,-8.61,-8.61366666666667,103.5,0
2023-10-16,-60,-12980.5,-8.65,-8.65366666666667,-60,0
2023-10-17,639.75,-12340.75,-8.23,-8.22716666666667,639.75,0
2023-10-18,-932.25,-13273,-8.85,-8.84866666666667,-932.25,0
2023-10-19,-57.75,-13330.75,-8.89,-8.88716666666667,-57.75,0
2023-10-25,-1110,-14440.75,-9.63,-9.62716666666667,-1110,0
2023-10-26,-860.25,-15301,-10.2,-10.2006666666667,-860.25,0
2023-10-27,-68.25,-15369.25,-10.25,-10.2461666666667,-68.25,0
2023-10-30,-991.5,-16360.75,-10.91,-10.9071666666667,-991.5,0
2023-10-31,-222,-16582.75,-11.06,-11.0551666666667,-222,0
2023-11-01,3111.75,-13471,-8.98,-8.98066666666667,3111.75,0
2023-11-02,215.25,-13255.75,-8.84,-8.83716666666667,215.25,0
2023-11-03,196.5,-13059.25,-8.71,-8.70616666666667,196.5,0
2023-11-06,211.5,-12847.75,-8.57,-8.56516666666667,211.5,0
2023-11-07,-255,-13102.75,-8.74,-8.73516666666667,-255,0
2023-11-08,2190,-10912.75,-7.28,-7.27516666666667,2190,0
2023-11-09,-37.5,-10950.25,-7.3,-7.30016666666667,-37.5,0
2023-11-10,-38.25,-10988.5,-7.33,-7.32566666666667,-38.25,0
2023-11-13,21,-10967.5,-7.31,-7.31166666666667,21,0
2023-11-15,1206,-9761.5,-6.51,-6.50766666666667,1206,0
2023-11-16,116.25,-9645.25,-6.43,-6.43016666666667,116.25,0
2023-11-17,-164.25,-9809.5,-6.54,-6.53966666666667,-164.25,0
2023-11-20,502.5,-9307,-6.2,-6.20466666666667,502.5,0
2023-11-21,340.5,-8966.5,-5.98,-5.97766666666667,340.5,0
2023-11-22,-898.5,-9865,-6.58,-6.57666666666667,-898.5,0
2023-11-23,18,-9847,-6.56,-6.56466666666667,18,0
2023-11-24,35.25,-9811.75,-6.54,-6.54116666666667,35.25,0
2023-11-28,-111,-9922.75,-6.62,-6.61516666666667,-111,0
2023-11-29,-1030.5,-10953.25,-7.3,-7.30216666666667,-1030.5,0
2023-11-30,-841.5,-11794.75,-7.86,-7.86316666666667,-841.5,0
2023-12-01,-91.5,-11886.25,-7.92,-7.92416666666667,-91.5,0
2023-12-04,-1288.5,-13174.75,-8.78,-8.78316666666667,-1288.5,0
2023-12-05,507,-12667.75,-8.45,-8.44516666666667,507,0
2023-12-06,-1025.25,-13693,-9.13,-9.12866666666667,-1025.25,0
2023-12-07,-162.75,-13855.75,-9.24,-9.23716666666667,-162.75,0
2023-12-08,-318.75,-14174.5,-9.45,-9.44966666666667,-318.75,0
2023-12-11,318,-13856.5,-9.24,-9.23766666666667,318,0
2023-12-12,327,-13529.5,-9.02,-9.01966666666667,327,0
2023-12-13,1529.25,-12000.25,-8,-8.00016666666667,1529.25,0
2023-12-14,153.75,-11846.5,-7.9,-7.89766666666667,153.75,0
2023-12-15,-201.75,-12048.25,-8.03,-8.03216666666667,-201.75,0
2023-12-18,282,-11766.25,-7.84,-7.84416666666667,282,0
2023-12-19,678,-11088.25,-7.39,-7.39216666666667,678,0
2023-12-20,-759,-11847.25,-7.9,-7.89816666666667,-759,0
2023-12-21,-660.75,-12508,-8.34,-8.33866666666667,-660.75,0
2023-12-22,246,-12262,-8.17,-8.17466666666667,246,0
2023-12-26,97.5,-12164.5,-8.11,-8.10966666666667,97.5,0
2023-12-27,-1391.25,-13555.75,-9.04,-9.03716666666667,-1391.25,0
2023-12-28,2379.75,-11176,-7.45,-7.45066666666667,2379.75,0
2023-12-29,339,-10837,-7.22,-7.22466666666667,339,0
2024-01-01,144,-10693,-7.13,-7.12866666666667,144,0
2024-01-02,-1134.75,-11827.75,-7.89,-7.88516666666667,-1134.75,0
2024-01-03,2577,-9250.75,-6.17,-6.16716666666667,2577,0
2024-01-04,-151.5,-9402.25,-6.27,-6.26816666666667,-151.5,0
2024-01-05,306.75,-9095.5,-6.06,-6.06366666666667,306.75,0
2024-01-08,-1322.25,-10417.75,-6.95,-6.94516666666667,-1322.25,0
2024-01-09,-1337.25,-11755,-7.84,-7.83666666666667,-1337.25,0
2024-01-10,-957.75,-12712.75,-8.48,-8.47516666666667,-957.75,0
2024-01-11,102.75,-12610,-8.41,-8.40666666666667,102.75,0
2024-01-12,57.75,-12552.25,-8.37,-8.36816666666667,57.75,0
2024-01-15,-3,-12555.25,-8.37,-8.37016666666667,-3,0
2024-01-16,465,-12090.25,-8.06,-8.06016666666667,465,0
2024-01-17,-1287,-13377.25,-8.92,-8.91816666666667,-1287,0
2024-01-18,30,-13347.25,-8.9,-8.89816666666667,30,0
2024-01-19,-61.5,-13408.75,-8.94,-8.93916666666667,-61.5,0
2024-01-23,-1440,-14848.75,-9.9,-9.89916666666667,-1440,0
2024-01-24,-136.5,-14985.25,-9.99,-9.99016666666667,-136.5,0
2024-01-25,-1332,-16317.25,-10.88,-10.8781666666667,-1332,0
2024-01-29,73.5,-16243.75,-10.83,-10.8291666666667,73.5,0
2024-01-30,510.75,-15733,-10.49,-10.4886666666667,510.75,0
2024-01-31,-1199.25,-16932.25,-11.29,-11.2881666666667,-1199.25,0
2024-02-01,250.5,-16681.75,-11.12,-11.1211666666667,250.5,0
2024-02-02,-228.75,-16910.5,-11.27,-11.2736666666667,-228.75,0
2024-02-05,350.25,-16560.25,-11.04,-11.0401666666667,350.25,0
2024-02-06,777,-15783.25,-10.52,-10.5221666666667,777,0
2024-02-07,-1066.5,-16849.75,-11.23,-11.2331666666667,-1066.5,0
2024-02-08,-658.5,-17508.25,-11.67,-11.6721666666667,-658.5,0
2024-02-09,-568.5,-18076.75,-12.05,-12.0511666666667,-568.5,0
2024-02-12,-710.25,-18787,-12.52,-12.5246666666667,-710.25,0
2024-02-13,-1383.75,-20170.75,-13.45,-13.4471666666667,-1383.75,0
2024-02-14,-1429.5,-21600.25,-14.4,-14.4001666666667,-1429.5,0
2024-02-15,1.5,-21598.75,-14.4,-14.3991666666667,1.5,0
2024-02-16,207,-21391.75,-14.26,-14.2611666666667,207,0
2024-02-19,270,-21121.75,-14.08,-14.0811666666667,270,0
2024-02-20,-1189.5,-22311.25,-14.87,-14.8741666666667,-1189.5,0
2024-02-21,2490,-19821.25,-13.21,-13.2141666666667,2490,0
2024-02-22,92.25,-19729,-13.15,-13.1526666666667,92.25,0
2024-02-23,245.25,-19483.75,-12.99,-12.9891666666667,245.25,0
2024-02-26,171,-19312.75,-12.88,-12.8751666666667,171,0
2024-02-27,386.25,-18926.5,-12.62,-12.6176666666667,386.25,0
2024-02-28,-981.75,-19908.25,-13.27,-13.2721666666667,-981.75,0
2024-02-29,-1176.75,-21085,-14.06,-14.0566666666667,-1176.75,0
2024-03-01,-524.25,-21609.25,-14.41,-14.4061666666667,-524.25,0
2024-03-04,390,-21219.25,-14.15,-14.1461666666667,390,0
2024-03-05,-274.5,-21493.75,-14.33,-14.3291666666667,-274.5,0
2024-03-06,-1365.75,-22859.5,-15.24,-15.2396666666667,-1365.75,0
2024-03-07,198,-22661.5,-15.11,-15.1076666666667,198,0
2024-03-08,0,-22661.5,-15.11,-15.1076666666667,0,0
2024-03-11,-9.75,-22671.25,-15.11,-15.1141666666667,-9.75,0
2024-03-12,392.25,-22279,-14.85,-14.8526666666667,392.25,0
2024-03-13,-1103.25,-23382.25,-15.59,-15.5881666666667,-1103.25,0
2024-03-14,180.75,-23201.5,-15.47,-15.4676666666667,180.75,0
2024-03-15,135,-23066.5,-15.38,-15.3776666666667,135,0
2024-03-18,300,-22766.5,-15.18,-15.1776666666667,300,0
2024-03-19,443.25,-22323.25,-14.88,-14.8821666666667,443.25,0
2024-03-20,-948.75,-23272,-15.51,-15.5146666666667,-948.75,0
2024-03-21,258.75,-23013.25,-15.34,-15.3421666666667,258.75,0
2024-03-22,28.5,-22984.75,-15.32,-15.3231666666667,28.5,0
2024-03-26,849.75,-22135,-14.76,-14.7566666666667,849.75,0
2024-03-27,3195.75,-18939.25,-12.63,-12.6261666666667,3195.75,0
2024-04-01,579,-18360.25,-12.24,-12.2401666666667,579,0
2024-04-02,686.25,-17674,-11.78,-11.7826666666667,686.25,0
2024-04-03,-967.5,-18641.5,-12.43,-12.4276666666667,-967.5,0
2024-04-04,131.25,-18510.25,-12.34,-12.3401666666667,131.25,0
2024-04-05,-707.25,-19217.5,-12.81,-12.8116666666667,-707.25,0
2024-04-08,464.25,-18753.25,-12.5,-12.5021666666667,464.25,0
2024-04-09,444.75,-18308.5,-12.21,-12.2056666666667,444.75,0
2024-04-10,-955.5,-19264,-12.84,-12.8426666666667,-955.5,0
2024-04-11,0,-19264,-12.84,-12.8426666666667,0,0
2024-04-12,229.5,-19034.5,-12.69,-12.6896666666667,229.5,0
2024-04-15,801,-18233.5,-12.16,-12.1556666666667,801,0
2024-04-16,2550.75,-15682.75,-10.46,-10.4551666666667,2550.75,0
2024-04-18,-354.75,-16037.5,-10.69,-10.6916666666667,-354.75,0
2024-04-19,-784.5,-16822,-11.21,-11.2146666666667,-784.5,0
2024-04-22,552.75,-16269.25,-10.85,-10.8461666666667,552.75,0
2024-04-23,501,-15768.25,-10.51,-10.5121666666667,501,0
2024-04-24,1545,-14223.25,-9.48,-9.48216666666667,1545,0
2024-04-25,-742.5,-14965.75,-9.98,-9.97716666666667,-742.5,0
2024-04-26,-26.25,-14992,-9.99,-9.99466666666667,-26.25,0
2024-04-29,-1332.75,-16324.75,-10.88,-10.8831666666667,-1332.75,0
2024-04-30,-1487.25,-17812,-11.87,-11.8746666666667,-1487.25,0
2024-05-02,76.5,-17735.5,-11.82,-11.8236666666667,76.5,0
2024-05-03,-224.25,-17959.75,-11.97,-11.9731666666667,-224.25,0
2024-05-06,396,-17563.75,-11.71,-11.7091666666667,396,0
2024-05-07,-1107,-18670.75,-12.45,-12.4471666666667,-1107,0
2024-05-08,1230,-17440.75,-11.63,-11.6271666666667,1230,0
2024-05-09,-339,-17779.75,-11.85,-11.8531666666667,-339,0
2024-05-10,324,-17455.75,-11.64,-11.6371666666667,324,0
2024-05-13,38.25,-17417.5,-11.61,-11.6116666666667,38.25,0
2024-05-14,757.5,-16660,-11.11,-11.1066666666667,757.5,0
2024-05-15,-1296,-17956,-11.97,-11.9706666666667,-1296,0
2024-05-16,109.5,-17846.5,-11.9,-11.8976666666667,109.5,0
2024-05-17,221.25,-17625.25,-11.75,-11.7501666666667,221.25,0
2024-05-20,0,-17625.25,-11.75,-11.7501666666667,0,0
2024-05-21,620.25,-17005,-11.34,-11.3366666666667,620.25,0
2024-05-22,-2548.5,-19553.5,-13.04,-13.0356666666667,-2548.5,0
2024-05-23,-546.75,-20100.25,-13.4,-13.4001666666667,-546.75,0
2024-05-24,230.25,-19870,-13.25,-13.2466666666667,230.25,0
2024-05-27,99,-19771,-13.18,-13.1806666666667,99,0
2024-05-28,534.75,-19236.25,-12.82,-12.8241666666667,534.75,0
2024-05-29,-1118.25,-20354.5,-13.57,-13.5696666666667,-1118.25,0
2024-05-30,-108,-20462.5,-13.64,-13.6416666666667,-108,0
2024-05-31,-271.5,-20734,-13.82,-13.8226666666667,-271.5,0
2024-06-03,-12.75,-20746.75,-13.83,-13.8311666666667,-12.75,0
2024-06-04,-1571.25,-22318,-14.88,-14.8786666666667,-1571.25,0
2024-06-05,-1440.75,-23758.75,-15.84,-15.8391666666667,-1440.75,0
2024-06-06,81.75,-23677,-15.78,-15.7846666666667,81.75,0
2024-06-07,-130.5,-23807.5,-15.87,-15.8716666666667,-130.5,0
2024-06-10,62.25,-23745.25,-15.83,-15.8301666666667,62.25,0
2024-06-11,885.75,-22859.5,-15.24,-15.2396666666667,885.75,0
2024-06-12,-1036.5,-23896,-15.93,-15.9306666666667,-1036.5,0
2024-06-13,140.25,-23755.75,-15.84,-15.8371666666667,140.25,0
2024-06-14,218.25,-23537.5,-15.69,-15.6916666666667,218.25,0
2024-06-17,0,-23537.5,-15.69,-15.6916666666667,0,0
2024-06-18,-399,-23936.5,-15.96,-15.9576666666667,-399,0
2024-06-19,-1273.5,-25210,-16.81,-16.8066666666667,-1273.5,0
2024-06-20,197.25,-25012.75,-16.68,-16.6751666666667,197.25,0
2024-06-21,267,-24745.75,-16.5,-16.4971666666667,267,0
2024-06-24,-341.25,-25087,-16.72,-16.7246666666667,-341.25,0
2024-06-25,-1103.25,-26190.25,-17.46,-17.4601666666667,-1103.25,0
2024-06-26,164.25,-26026,-17.35,-17.3506666666667,164.25,0
2024-06-27,45,-25981,-17.32,-17.3206666666667,45,0
2024-06-28,-78,-26059,-17.37,-17.3726666666667,-78,0
2024-07-01,1.5,-26057.5,-17.37,-17.3716666666667,1.5,0
2024-07-02,-597,-26654.5,-17.77,-17.7696666666667,-597,0
2024-07-03,-1211.25,-27865.75,-18.58,-18.5771666666667,-1211.25,0
2024-07-04,246.75,-27619,-18.41,-18.4126666666667,246.75,0
2024-07-05,269.25,-27349.75,-18.23,-18.2331666666667,269.25,0
2024-07-08,426,-26923.75,-17.95,-17.9491666666667,426,0
2024-07-09,753.75,-26170,-17.45,-17.4466666666667,753.75,0
2024-07-10,3206.25,-22963.75,-15.31,-15.3091666666667,3206.25,0
2024-07-11,147,-22816.75,-15.21,-15.2111666666667,147,0
2024-07-12,108.75,-22708,-15.14,-15.1386666666667,108.75,0
2024-07-15,-37.5,-22745.5,-15.16,-15.1636666666667,-37.5,0
2024-07-16,1428.75,-21316.75,-14.21,-14.2111666666667,1428.75,0
2024-07-18,-24,-21340.75,-14.23,-14.2271666666667,-24,0
2024-07-19,-44.25,-21385,-14.26,-14.2566666666667,-44.25,0
2024-07-22,140.25,-21244.75,-14.16,-14.1631666666667,140.25,0
