,id,strategy,INST,EN_TIME,EN_TT,EN_Q,EN_PRICE,EX_TIME,EX_TT,EX_Q,EX_PRICE,P&L,P&L%,pnl_cumulative_absolute,pnl_cumulative_percentage,Equity Curve,Drawdown %
464,1590948,870,NSE_FO:BANKNIFTY22NOV2343600CE,22-11-2023 09:30,1,15,74.15,22-11-2023 10:15,0.0,15.0,75.85,-25.5,-2.29,80839.1,48.99,245839.1,-15.9
465,1590445,870,NSE_FO:BANKNIFTY22NOV2343700CE,21-11-2023 14:30,1,15,108.75,21-11-2023 15:10,0.0,15.0,121.1,-185.25,-11.36,80864.6,49.01,245864.6,-15.9
466,1590440,870,NSE_FO:BANKNIFTY22NOV2343700PE,21-11-2023 13:30,1,15,149.8,21-11-2023 14:30,0.0,15.0,149.65,2.25,0.1,81049.85,49.12,246049.85,-15.83
467,1590436,870,NSE_FO:BANKNIFTY22NOV2343700CE,21-11-2023 12:30,1,15,160.1,21-11-2023 13:30,0.0,15.0,118.75,620.25,25.83,81047.6,49.12,246047.6,-15.83
468,1590431,870,NSE_FO:BANKNIFTY22NOV2343700PE,21-11-2023 11:45,1,15,130.3,21-11-2023 12:30,0.0,15.0,119.35,164.25,8.4,80427.35,48.74,245427.35,-16.05
469,1590428,870,NSE_FO:BANKNIFTY22NOV2343700CE,21-11-2023 10:30,1,15,168.7,21-11-2023 11:45,0.0,15.0,155.4,199.5,7.88,80263.1,48.64,245263.1,-16.1
470,1590426,870,NSE_FO:BANKNIFTY22NOV2343800PE,21-11-2023 09:30,1,15,177.05,21-11-2023 10:30,0.0,15.0,191.5,-216.75,-8.16,80063.6,48.52,245063.6,-16.17
471,1590026,870,NSE_FO:BANKNIFTY22NOV2343600PE,20-11-2023 14:45,1,15,147.6,20-11-2023 15:10,0.0,15.0,151.55,-59.25,-2.68,80280.35,48.65,245280.35,-16.1
472,1590023,870,NSE_FO:BANKNIFTY22NOV2343700CE,20-11-2023 13:30,1,15,200.3,20-11-2023 14:45,0.0,15.0,189.35,164.25,5.47,80339.6,48.69,245339.6,-16.08
473,1590019,870,NSE_FO:BANKNIFTY22NOV2343600PE,20-11-2023 12:15,1,15,183.6,20-11-2023 13:30,0.0,15.0,155.6,420.0,15.25,80175.35,48.59,245175.35,-16.13
474,1590014,870,NSE_FO:BANKNIFTY22NOV2343500CE,20-11-2023 11:15,1,15,244.8,20-11-2023 12:15,0.0,15.0,281.1,-544.5,-14.83,79755.35,48.34,244755.35,-16.28
475,1590011,870,NSE_FO:BANKNIFTY22NOV2343500PE,20-11-2023 10:00,1,15,192.75,20-11-2023 11:15,0.0,15.0,178.15,219.0,7.57,80299.85,48.67,245299.85,-16.09
476,1590005,870,NSE_FO:BANKNIFTY22NOV2343500CE,20-11-2023 09:45,1,15,230.35,20-11-2023 10:00,0.0,15.0,253.3,-344.25,-9.96,80080.85,48.53,245080.85,-16.16
477,1590004,870,NSE_FO:BANKNIFTY22NOV2343600PE,20-11-2023 09:30,1,15,240.2,20-11-2023 09:45,0.0,15.0,278.2,-570.0,-15.82,80425.1,48.74,245425.1,-16.05
478,1587373,870,NSE_FO:BANKNIFTY22NOV2343800PE,17-11-2023 09:45,1,15,209.1,17-11-2023 10:30,0.0,15.0,342.43,-1999.95,-63.76,80995.1,49.09,245995.1,-15.85
479,1587007,870,NSE_FO:BANKNIFTY22NOV2344300CE,16-11-2023 15:00,1,15,293.7,16-11-2023 15:10,0.0,15.0,293.7,0.0,0.0,82995.05,50.3,247995.05,-15.17
480,1586965,870,NSE_FO:BANKNIFTY22NOV2344300PE,16-11-2023 13:15,1,15,221.35,16-11-2023 15:00,0.0,15.0,217.55,57.0,1.72,82995.05,50.3,247995.05,-15.17
481,1586963,870,NSE_FO:BANKNIFTY22NOV2344300CE,16-11-2023 11:30,1,15,328.8,16-11-2023 13:15,0.0,15.0,299.35,441.75,8.96,82938.05,50.27,247938.05,-15.19
482,1586961,870,NSE_FO:BANKNIFTY22NOV2344300PE,16-11-2023 10:45,1,15,252.25,16-11-2023 11:30,0.0,15.0,208.4,657.75,17.38,82496.3,50.0,247496.3,-15.34
483,1586957,870,NSE_FO:BANKNIFTY22NOV2344200CE,16-11-2023 10:15,1,15,306.0,16-11-2023 10:45,0.0,15.0,328.0,-330.0,-7.19,81838.55,49.6,246838.55,-15.56
484,1586553,870,NSE_FO:BANKNIFTY15NOV2344200CE,15-11-2023 14:15,1,15,43.25,15-11-2023 15:10,0.0,15.0,13.5,446.25,68.79,82168.55,49.8,247168.55,-15.45
485,1586548,870,NSE_FO:BANKNIFTY15NOV2344300PE,15-11-2023 13:30,1,15,84.45,15-11-2023 14:15,0.0,15.0,78.3,92.25,7.28,81722.3,49.53,246722.3,-15.6
486,1586545,870,NSE_FO:BANKNIFTY15NOV2344200CE,15-11-2023 13:00,1,15,39.4,15-11-2023 13:30,0.0,15.0,59.9,-307.5,-52.03,81630.05,49.47,246630.05,-15.63
487,1586538,870,NSE_FO:BANKNIFTY15NOV2344200PE,15-11-2023 11:30,1,15,77.15,15-11-2023 13:00,0.0,15.0,55.85,319.5,27.61,81937.55,49.66,246937.55,-15.53
488,1586536,870,NSE_FO:BANKNIFTY15NOV2344200CE,15-11-2023 10:30,1,15,74.25,15-11-2023 11:30,0.0,15.0,47.25,405.0,36.36,81618.05,49.47,246618.05,-15.64
489,1586534,870,NSE_FO:BANKNIFTY15NOV2344300PE,15-11-2023 09:30,1,15,91.05,15-11-2023 10:30,0.0,15.0,136.2,-677.25,-49.59,81213.05,49.22,246213.05,-15.78
490,1586082,870,NSE_FO:BANKNIFTY15NOV2343900CE,13-11-2023 14:45,1,15,159.5,13-11-2023 15:10,0.0,15.0,163.75,-63.75,-2.66,81890.3,49.63,246890.3,-15.55
491,1586046,870,NSE_FO:BANKNIFTY15NOV2343900PE,13-11-2023 14:30,1,15,121.25,13-11-2023 14:45,0.0,15.0,125.8,-68.25,-3.75,81954.05,49.67,246954.05,-15.52
492,1586042,870,NSE_FO:BANKNIFTY15NOV2343900CE,13-11-2023 14:15,1,15,160.9,13-11-2023 14:30,0.0,15.0,166.45,-83.25,-3.45,82022.3,49.71,247022.3,-15.5
493,1586041,870,NSE_FO:BANKNIFTY15NOV2343900PE,13-11-2023 13:30,1,15,134.0,13-11-2023 14:15,0.0,15.0,129.6,66.0,3.28,82105.55,49.76,247105.55,-15.47
494,1586038,870,NSE_FO:BANKNIFTY15NOV2343900CE,13-11-2023 12:45,1,15,141.85,13-11-2023 13:30,0.0,15.0,159.3,-261.75,-12.3,82039.55,49.72,247039.55,-15.49
495,1586036,870,NSE_FO:BANKNIFTY15NOV2343700PE,13-11-2023 11:15,1,15,132.75,13-11-2023 12:45,0.0,15.0,81.95,762.0,38.27,82301.3,49.88,247301.3,-15.4
496,1586035,870,NSE_FO:BANKNIFTY15NOV2343800CE,13-11-2023 09:30,1,15,163.95,13-11-2023 11:15,0.0,15.0,131.95,480.0,19.52,81539.3,49.42,246539.3,-15.67
497,1585636,870,NSE_FO:BANKNIFTY15NOV2343700CE,10-11-2023 13:15,1,15,281.75,10-11-2023 14:00,0.0,15.0,235.87,688.2,16.28,81059.3,49.13,246059.3,-15.83
498,1585635,870,NSE_FO:BANKNIFTY15NOV2343700PE,10-11-2023 12:15,1,15,200.15,10-11-2023 13:15,0.0,15.0,164.6,533.25,17.76,80371.1,48.71,245371.1,-16.06
499,1585634,870,NSE_FO:BANKNIFTY15NOV2343600CE,10-11-2023 11:15,1,15,295.95,10-11-2023 12:15,0.0,15.0,297.05,-16.5,-0.37,79837.85,48.39,244837.85,-16.25
500,1585632,870,NSE_FO:BANKNIFTY15NOV2343600PE,10-11-2023 09:45,1,15,217.0,10-11-2023 11:15,0.0,15.0,164.0,795.0,24.42,79854.35,48.4,244854.35,-16.24
501,1585236,870,NSE_FO:BANKNIFTY15NOV2343700CE,09-11-2023 15:00,1,15,322.65,09-11-2023 15:10,0.0,15.0,322.65,0.0,0.0,79059.35,47.91,244059.35,-16.51
502,1585231,870,NSE_FO:BANKNIFTY15NOV2343700PE,09-11-2023 14:00,1,15,189.3,09-11-2023 15:00,0.0,15.0,189.25,0.75,0.03,79059.35,47.91,244059.35,-16.51
503,1585226,870,NSE_FO:BANKNIFTY15NOV2343800CE,09-11-2023 12:15,1,15,319.0,09-11-2023 14:00,0.0,15.0,264.95,810.75,16.94,79058.6,47.91,244058.6,-16.51
504,1585220,870,NSE_FO:BANKNIFTY15NOV2343800PE,09-11-2023 11:30,1,15,255.7,09-11-2023 12:15,0.0,15.0,209.1,699.0,18.22,78247.85,47.42,243247.85,-16.79
505,1585215,870,NSE_FO:BANKNIFTY15NOV2343700CE,09-11-2023 10:30,1,15,292.0,09-11-2023 11:30,0.0,15.0,313.35,-320.25,-7.31,77548.85,47.0,242548.85,-17.03
506,1584635,870,NSE_FO:BANKNIFTY08NOV2343600PE,08-11-2023 15:00,1,15,3.8,08-11-2023 15:10,0.0,15.0,3.8,0.0,0.0,77869.1,47.19,242869.1,-16.92
507,1584634,870,NSE_FO:BANKNIFTY08NOV2343600CE,08-11-2023 14:15,1,15,19.35,08-11-2023 15:00,0.0,15.0,44.65,-379.5,-130.75,77869.1,47.19,242869.1,-16.92
508,1584633,870,NSE_FO:BANKNIFTY08NOV2343600PE,08-11-2023 13:30,1,15,30.8,08-11-2023 14:15,0.0,15.0,55.9,-376.5,-81.49,78248.6,47.42,243248.6,-16.79
509,1584632,870,NSE_FO:BANKNIFTY08NOV2343600CE,08-11-2023 12:45,1,15,43.85,08-11-2023 13:30,0.0,15.0,58.4,-218.25,-33.18,78625.1,47.65,243625.1,-16.66
510,1584631,870,NSE_FO:BANKNIFTY08NOV2343600PE,08-11-2023 11:15,1,15,110.95,08-11-2023 12:45,0.0,15.0,81.5,441.75,26.54,78843.35,47.78,243843.35,-16.59
511,1584630,870,NSE_FO:BANKNIFTY08NOV2343700CE,08-11-2023 09:45,1,15,68.25,08-11-2023 11:15,0.0,15.0,24.95,649.5,63.44,78401.6,47.52,243401.6,-16.74
512,1570992,870,NSE_FO:BANKNIFTY08NOV2343400PE,07-11-2023 12:45,1,15,173.2,07-11-2023 14:00,0.0,15.0,69.07,1561.95,60.12,77752.1,47.12,242752.1,-16.96
513,1570988,870,NSE_FO:BANKNIFTY08NOV2343400CE,07-11-2023 11:45,1,15,135.1,07-11-2023 12:45,0.0,15.0,101.4,505.5,24.94,76190.15,46.18,241190.15,-17.49
514,1570986,870,NSE_FO:BANKNIFTY08NOV2343400PE,07-11-2023 10:30,1,15,114.8,07-11-2023 11:45,0.0,15.0,133.85,-285.75,-16.59,75684.65,45.87,240684.65,-17.67
515,1570981,870,NSE_FO:BANKNIFTY08NOV2343500CE,07-11-2023 09:30,1,15,134.3,07-11-2023 10:30,0.0,15.0,119.75,218.25,10.83,75970.4,46.04,240970.4,-17.57
516,1560120,870,NSE_FO:BANKNIFTY08NOV2343600CE,06-11-2023 15:00,1,15,171.85,06-11-2023 15:10,0.0,15.0,171.85,0.0,0.0,75752.15,45.91,240752.15,-17.64
517,1560118,870,NSE_FO:BANKNIFTY08NOV2343600PE,06-11-2023 14:15,1,15,188.5,06-11-2023 15:00,0.0,15.0,171.4,256.5,9.07,75752.15,45.91,240752.15,-17.64
518,1560116,870,NSE_FO:BANKNIFTY08NOV2343500CE,06-11-2023 13:30,1,15,195.45,06-11-2023 14:15,0.0,15.0,221.0,-383.25,-13.07,75495.65,45.75,240495.65,-17.73
519,1560112,870,NSE_FO:BANKNIFTY08NOV2343500PE,06-11-2023 11:45,1,15,192.15,06-11-2023 13:30,0.0,15.0,168.0,362.25,12.57,75878.9,45.99,240878.9,-17.6
520,1560107,870,NSE_FO:BANKNIFTY08NOV2343500CE,06-11-2023 10:30,1,15,218.15,06-11-2023 11:45,0.0,15.0,183.6,518.25,15.84,75516.65,45.77,240516.65,-17.73
521,1560106,870,NSE_FO:BANKNIFTY08NOV2343500PE,06-11-2023 09:30,1,15,155.4,06-11-2023 10:30,0.0,15.0,167.05,-174.75,-7.5,74998.4,45.45,239998.4,-17.9
522,1559666,870,NSE_FO:BANKNIFTY08NOV2343400CE,03-11-2023 14:15,1,15,207.5,03-11-2023 15:10,0.0,15.0,204.75,41.25,1.33,75173.15,45.56,240173.15,-17.84
523,1559662,870,NSE_FO:BANKNIFTY08NOV2343300PE,03-11-2023 12:30,1,15,216.3,03-11-2023 14:15,0.0,15.0,204.3,180.0,5.55,75131.9,45.53,240131.9,-17.86
524,1559659,870,NSE_FO:BANKNIFTY08NOV2343300CE,03-11-2023 10:30,1,15,264.45,03-11-2023 12:30,0.0,15.0,259.9,68.25,1.72,74951.9,45.43,239951.9,-17.92
525,1559318,870,NSE_FO:BANKNIFTY08NOV2343100CE,02-11-2023 10:15,1,15,329.3,02-11-2023 11:45,0.0,15.0,195.97,1999.95,40.49,74883.65,45.38,239883.65,-17.94
526,1558988,870,NSE_FO:BANKNIFTY01NOV2342700PE,01-11-2023 15:00,1,15,29.0,01-11-2023 15:10,0.0,15.0,29.0,0.0,0.0,72883.7,44.17,237883.7,-18.63
527,1558986,870,NSE_FO:BANKNIFTY01NOV2342700CE,01-11-2023 14:30,1,15,9.85,01-11-2023 15:00,0.0,15.0,16.05,-93.0,-62.94,72883.7,44.17,237883.7,-18.63
528,1558984,870,NSE_FO:BANKNIFTY01NOV2342700PE,01-11-2023 13:45,1,15,40.55,01-11-2023 14:30,0.0,15.0,78.3,-566.25,-93.09,72976.7,44.23,237976.7,-18.59
529,1558981,870,NSE_FO:BANKNIFTY01NOV2342700CE,01-11-2023 12:45,1,15,40.55,01-11-2023 13:45,0.0,15.0,41.55,-15.0,-2.47,73542.95,44.57,238542.95,-18.4
530,1558980,870,NSE_FO:BANKNIFTY01NOV2342700PE,01-11-2023 11:45,1,15,72.15,01-11-2023 12:45,0.0,15.0,69.25,43.5,4.02,73557.95,44.58,238557.95,-18.4
531,1558976,870,NSE_FO:BANKNIFTY01NOV2342700CE,01-11-2023 11:15,1,15,46.6,01-11-2023 11:45,0.0,15.0,51.6,-75.0,-10.73,73514.45,44.55,238514.45,-18.41
532,1558973,870,NSE_FO:BANKNIFTY01NOV2342700PE,01-11-2023 10:15,1,15,98.15,01-11-2023 11:15,0.0,15.0,97.45,10.5,0.71,73589.45,44.6,238589.45,-18.38
533,1558971,870,NSE_FO:BANKNIFTY01NOV2342700CE,01-11-2023 10:00,1,15,69.15,01-11-2023 10:15,0.0,15.0,78.7,-143.25,-13.81,73578.95,44.59,238578.95,-18.39
534,1558968,870,NSE_FO:BANKNIFTY01NOV2342700PE,01-11-2023 09:45,1,15,105.6,01-11-2023 10:00,0.0,15.0,134.6,-435.0,-27.46,73722.2,44.68,238722.2,-18.34
535,1558627,870,NSE_FO:BANKNIFTY01NOV2343000PE,31-10-2023 14:30,1,15,89.85,31-10-2023 15:00,0.0,15.0,170.63,-1211.7,-89.91,74157.2,44.94,239157.2,-18.19
536,1558625,870,NSE_FO:BANKNIFTY01NOV2343000CE,31-10-2023 13:45,1,15,147.1,31-10-2023 14:30,0.0,15.0,213.8,-1000.5,-45.34,75368.9,45.68,240368.9,-17.78
537,1558623,870,NSE_FO:BANKNIFTY01NOV2343000PE,31-10-2023 12:45,1,15,182.35,31-10-2023 13:45,0.0,15.0,144.35,570.0,20.84,76369.4,46.28,241369.4,-17.43
538,1558621,870,NSE_FO:BANKNIFTY01NOV2342900CE,31-10-2023 12:00,1,15,151.15,31-10-2023 12:45,0.0,15.0,184.95,-507.0,-22.36,75799.4,45.94,240799.4,-17.63
539,1558618,870,NSE_FO:BANKNIFTY01NOV2343000PE,31-10-2023 11:00,1,15,167.35,31-10-2023 12:00,0.0,15.0,229.4,-930.75,-37.08,76306.4,46.25,241306.4,-17.46
540,1558616,870,NSE_FO:BANKNIFTY01NOV2343100CE,31-10-2023 09:30,1,15,195.3,31-10-2023 11:00,0.0,15.0,123.3,1080.0,36.87,77237.15,46.81,242237.15,-17.14
541,1558264,870,NSE_FO:BANKNIFTY01NOV2343000PE,30-10-2023 15:00,1,15,188.75,30-10-2023 15:10,0.0,15.0,188.75,0.0,0.0,76157.15,46.16,241157.15,-17.51
542,1558260,870,NSE_FO:BANKNIFTY01NOV2342900CE,30-10-2023 13:30,1,15,282.6,30-10-2023 15:00,0.0,15.0,278.5,61.5,1.45,76157.15,46.16,241157.15,-17.51
543,1558255,870,NSE_FO:BANKNIFTY01NOV2343000PE,30-10-2023 13:00,1,15,208.2,30-10-2023 13:30,0.0,15.0,203.2,75.0,2.4,76095.65,46.12,241095.65,-17.53
544,1558253,870,NSE_FO:BANKNIFTY01NOV2342900CE,30-10-2023 12:15,1,15,271.9,30-10-2023 13:00,0.0,15.0,284.15,-183.75,-4.51,76020.65,46.07,241020.65,-17.55
545,1558250,870,NSE_FO:BANKNIFTY01NOV2342700PE,30-10-2023 10:30,1,15,213.4,30-10-2023 12:15,0.0,15.0,115.85,1463.25,45.71,76204.4,46.18,241204.4,-17.49
546,1558247,870,NSE_FO:BANKNIFTY01NOV2342500CE,30-10-2023 09:30,1,15,244.05,30-10-2023 10:30,0.0,15.0,348.4,-1565.25,-42.76,74741.15,45.3,239741.15,-17.99
547,1557856,870,NSE_FO:BANKNIFTY01NOV2342700PE,27-10-2023 13:15,1,15,263.9,27-10-2023 14:45,0.0,15.0,187.72,1142.7,28.87,76306.4,46.25,241306.4,-17.46
548,1557853,870,NSE_FO:BANKNIFTY01NOV2342700CE,27-10-2023 11:45,1,15,305.75,27-10-2023 13:15,0.0,15.0,269.3,546.75,11.92,75163.7,45.55,240163.7,-17.85
549,1557851,870,NSE_FO:BANKNIFTY01NOV2342700PE,27-10-2023 11:15,1,15,243.1,27-10-2023 11:45,0.0,15.0,244.05,-14.25,-0.39,74616.95,45.22,239616.95,-18.03
550,1557849,870,NSE_FO:BANKNIFTY01NOV2342600CE,27-10-2023 10:30,1,15,334.4,27-10-2023 11:15,0.0,15.0,367.7,-499.5,-9.96,74631.2,45.23,239631.2,-18.03
551,1557846,870,NSE_FO:BANKNIFTY01NOV2342500PE,27-10-2023 09:30,1,15,253.7,27-10-2023 10:30,0.0,15.0,198.75,824.25,21.66,75130.7,45.53,240130.7,-17.86
552,1557330,870,NSE_FO:BANKNIFTY26OCT2342300PE,26-10-2023 10:30,1,15,98.35,26-10-2023 11:30,0.0,15.0,231.68,-1999.95,-135.57,74306.45,45.03,239306.45,-18.14
553,1556876,870,NSE_FO:BANKNIFTY26OCT2343000PE,25-10-2023 13:30,1,15,202.35,25-10-2023 13:45,0.0,15.0,251.73,-740.7,-24.4,76306.4,46.25,241306.4,-17.46
554,1556875,870,NSE_FO:BANKNIFTY26OCT2343000CE,25-10-2023 12:45,1,15,172.6,25-10-2023 13:30,0.0,15.0,141.2,471.0,18.19,77047.1,46.7,242047.1,-17.2
555,1556870,870,NSE_FO:BANKNIFTY26OCT2343200PE,25-10-2023 12:00,1,15,173.55,25-10-2023 12:45,0.0,15.0,344.3,-2561.25,-98.39,76576.1,46.41,241576.1,-17.36
556,1556866,870,NSE_FO:BANKNIFTY26OCT2343300CE,25-10-2023 10:45,1,15,176.45,25-10-2023 12:00,0.0,15.0,121.05,831.0,31.4,79137.35,47.96,244137.35,-16.49
557,1556312,870,NSE_FO:BANKNIFTY26OCT2343600CE,23-10-2023 14:30,1,15,198.2,23-10-2023 15:10,0.0,15.0,91.65,1598.25,53.76,78306.35,47.46,243306.35,-16.77
558,1556309,870,NSE_FO:BANKNIFTY26OCT2343700PE,23-10-2023 13:45,1,15,244.2,23-10-2023 14:30,0.0,15.0,269.8,-384.0,-10.48,76708.1,46.49,241708.1,-17.32
559,1556307,870,NSE_FO:BANKNIFTY26OCT2343700CE,23-10-2023 12:45,1,15,193.05,23-10-2023 13:45,0.0,15.0,183.25,147.0,5.08,77092.1,46.72,242092.1,-17.19
560,1556306,870,NSE_FO:BANKNIFTY26OCT2343700PE,23-10-2023 11:15,1,15,240.5,23-10-2023 12:45,0.0,15.0,237.45,45.75,1.27,76945.1,46.63,241945.1,-17.24
561,1556304,870,NSE_FO:BANKNIFTY26OCT2343700CE,23-10-2023 10:15,1,15,210.75,23-10-2023 11:15,0.0,15.0,207.15,54.0,1.71,76899.35,46.61,241899.35,-17.25
562,1555953,870,NSE_FO:BANKNIFTY26OCT2343700CE,20-10-2023 13:15,1,15,300.0,20-10-2023 13:30,0.0,15.0,363.68,-955.2,-21.23,76845.35,46.57,241845.35,-17.27
563,1555950,870,NSE_FO:BANKNIFTY26OCT2343700PE,20-10-2023 12:30,1,15,245.0,20-10-2023 13:15,0.0,15.0,246.35,-20.25,-0.55,77800.55,47.15,242800.55,-16.94
564,1555949,870,NSE_FO:BANKNIFTY26OCT2343700CE,20-10-2023 12:00,1,15,272.65,20-10-2023 12:30,0.0,15.0,303.7,-465.75,-11.39,77820.8,47.16,242820.8,-16.94
565,1555946,870,NSE_FO:BANKNIFTY26OCT2343700PE,20-10-2023 11:30,1,15,242.75,20-10-2023 12:00,0.0,15.0,274.8,-480.75,-13.2,78286.55,47.45,243286.55,-16.78
566,1555944,870,NSE_FO:BANKNIFTY26OCT2343700CE,20-10-2023 10:45,1,15,299.6,20-10-2023 11:30,0.0,15.0,306.2,-99.0,-2.2,78767.3,47.74,243767.3,-16.61
567,1555942,870,NSE_FO:BANKNIFTY26OCT2343700PE,20-10-2023 09:30,1,15,254.8,20-10-2023 10:45,0.0,15.0,253.4,21.0,0.55,78866.3,47.8,243866.3,-16.58
568,1555520,870,NSE_FO:BANKNIFTY26OCT2343700CE,19-10-2023 11:00,1,15,359.2,19-10-2023 11:30,0.0,15.0,391.63,-486.45,-9.03,78845.3,47.79,243845.3,-16.59
569,1555518,870,NSE_FO:BANKNIFTY26OCT2343800PE,19-10-2023 10:00,1,15,275.95,19-10-2023 11:00,0.0,15.0,303.6,-414.75,-10.02,79331.75,48.08,244331.75,-16.42
570,1555516,870,NSE_FO:BANKNIFTY26OCT2343700CE,19-10-2023 09:45,1,15,344.1,19-10-2023 10:00,0.0,15.0,417.35,-1098.75,-21.29,79746.5,48.33,244746.5,-16.28
571,1554930,870,NSE_FO:BANKNIFTY18OCT2344300PE,18-10-2023 10:30,1,15,68.65,18-10-2023 10:45,0.0,15.0,184.73,-1741.2,-169.09,80845.25,49.0,245845.25,-15.9
572,1554925,870,NSE_FO:BANKNIFTY18OCT2344300CE,18-10-2023 09:30,1,15,82.85,18-10-2023 10:30,0.0,15.0,100.1,-258.75,-20.82,82586.45,50.05,247586.45,-15.31
573,1549147,870,NSE_FO:BANKNIFTY18OCT2344400PE,17-10-2023 14:45,1,15,140.2,17-10-2023 15:10,0.0,15.0,140.55,-5.25,-0.25,82845.2,50.21,247845.2,-15.22
574,1549143,870,NSE_FO:BANKNIFTY18OCT2344400CE,17-10-2023 13:45,1,15,164.3,17-10-2023 14:45,0.0,15.0,134.9,441.0,17.89,82850.45,50.21,247850.45,-15.22
575,1549141,870,NSE_FO:BANKNIFTY18OCT2344500PE,17-10-2023 12:15,1,15,138.25,17-10-2023 13:45,0.0,15.0,160.65,-336.0,-16.2,82409.45,49.95,247409.45,-15.37
576,1549140,870,NSE_FO:BANKNIFTY18OCT2344500CE,17-10-2023 11:45,1,15,140.05,17-10-2023 12:15,0.0,15.0,144.9,-72.75,-3.46,82745.45,50.15,247745.45,-15.25
577,1549139,870,NSE_FO:BANKNIFTY18OCT2344500PE,17-10-2023 11:00,1,15,145.2,17-10-2023 11:45,0.0,15.0,151.55,-95.25,-4.37,82818.2,50.19,247818.2,-15.23
578,1549138,870,NSE_FO:BANKNIFTY18OCT2344500CE,17-10-2023 10:30,1,15,144.75,17-10-2023 11:00,0.0,15.0,150.45,-85.5,-3.94,82913.45,50.25,247913.45,-15.2
579,1549136,870,NSE_FO:BANKNIFTY18OCT2344500PE,17-10-2023 09:30,1,15,180.55,17-10-2023 10:30,0.0,15.0,157.4,347.25,12.82,82998.95,50.3,247998.95,-15.17
580,1548787,870,NSE_FO:BANKNIFTY18OCT2344300CE,16-10-2023 15:00,1,15,197.8,16-10-2023 15:10,0.0,15.0,197.8,0.0,0.0,82651.7,50.09,247651.7,-15.28
581,1548784,870,NSE_FO:BANKNIFTY18OCT2344300PE,16-10-2023 14:00,1,15,209.75,16-10-2023 15:00,0.0,15.0,233.05,-349.5,-11.11,82651.7,50.09,247651.7,-15.28
582,1548780,870,NSE_FO:BANKNIFTY18OCT2344300CE,16-10-2023 12:30,1,15,217.5,16-10-2023 14:00,0.0,15.0,203.4,211.5,6.48,83001.2,50.3,248001.2,-15.17
583,1548778,870,NSE_FO:BANKNIFTY18OCT2344300PE,16-10-2023 11:45,1,15,191.7,16-10-2023 12:30,0.0,15.0,210.7,-285.0,-9.91,82789.7,50.18,247789.7,-15.24
584,1548775,870,NSE_FO:BANKNIFTY18OCT2344200CE,16-10-2023 11:15,1,15,228.05,16-10-2023 11:45,0.0,15.0,303.0,-1124.25,-32.87,83074.7,50.35,248074.7,-15.14
585,1548772,870,NSE_FO:BANKNIFTY18OCT2344100PE,16-10-2023 09:45,1,15,183.0,16-10-2023 11:15,0.0,15.0,152.8,453.0,16.5,84198.95,51.03,249198.95,-14.76
586,1548392,870,NSE_FO:BANKNIFTY18OCT2344300CE,13-10-2023 13:30,1,15,260.35,13-10-2023 14:15,0.0,15.0,354.38,-1410.45,-36.12,83745.95,50.76,248745.95,-14.91
587,1548389,870,NSE_FO:BANKNIFTY18OCT2344300PE,13-10-2023 12:45,1,15,194.45,13-10-2023 13:30,0.0,15.0,202.9,-126.75,-4.35,85156.4,51.61,250156.4,-14.43
588,1548387,870,NSE_FO:BANKNIFTY18OCT2344200CE,13-10-2023 12:15,1,15,291.75,13-10-2023 12:45,0.0,15.0,334.9,-647.25,-14.79,85283.15,51.69,250283.15,-14.38
589,1548385,870,NSE_FO:BANKNIFTY18OCT2344300PE,13-10-2023 10:45,1,15,248.7,13-10-2023 12:15,0.0,15.0,236.4,184.5,4.95,85930.4,52.08,250930.4,-14.16
590,1548011,870,NSE_FO:BANKNIFTY18OCT2344600PE,12-10-2023 13:30,1,15,242.45,12-10-2023 15:10,0.0,15.0,232.2,153.75,4.23,85745.9,51.97,250745.9,-14.23
591,1548006,870,NSE_FO:BANKNIFTY18OCT2344600CE,12-10-2023 12:30,1,15,312.3,12-10-2023 13:30,0.0,15.0,295.6,250.5,5.35,85592.15,51.87,250592.15,-14.28
592,1548002,870,NSE_FO:BANKNIFTY18OCT2344600PE,12-10-2023 12:15,1,15,228.3,12-10-2023 12:30,0.0,15.0,234.55,-93.75,-2.74,85341.65,51.72,250341.65,-14.36
593,1547999,870,NSE_FO:BANKNIFTY18OCT2344600CE,12-10-2023 11:30,1,15,310.3,12-10-2023 12:15,0.0,15.0,316.3,-90.0,-1.93,85435.4,51.78,250435.4,-14.33
594,1547992,870,NSE_FO:BANKNIFTY18OCT2344600PE,12-10-2023 10:45,1,15,236.15,12-10-2023 11:30,0.0,15.0,240.0,-57.75,-1.63,85525.4,51.83,250525.4,-14.3
595,1547988,870,NSE_FO:BANKNIFTY18OCT2344700CE,12-10-2023 09:30,1,15,293.55,12-10-2023 10:45,0.0,15.0,264.15,441.0,10.02,85583.15,51.87,250583.15,-14.28
596,1547482,870,NSE_FO:BANKNIFTY11OCT2344500CE,11-10-2023 10:15,1,15,84.4,11-10-2023 10:30,0.0,15.0,108.23,-357.45,-28.23,85142.15,51.6,250142.15,-14.43
597,1547480,870,NSE_FO:BANKNIFTY11OCT2344700PE,11-10-2023 09:30,1,15,141.2,11-10-2023 10:15,0.0,15.0,250.7,-1642.5,-77.55,85499.6,51.82,250499.6,-14.31
