,INST,EN_TIME,EN_ID,EN_TT,EN_Q,EN_PRICE,EN_CODE,EN_VAR,EX_TIME,EX_ID,EX_TT,EX_Q,EX_PRICE,EX_CODE,EX_VAR,P&L,ROI,P&L %,ROI %,Equity Curve,Drawdown %
3131,NSE_FO:BANKNIFTY01SEP2239100CE [LOCAL],01-09-2022 15:05,32a328f3355540bab7c117cdfc2805b1,SELL,15,72.55,INTRADAY,MARKET,01-09-2022 15:06,ab39cf97ce844fc2a876cf8c0ef86308,BUY,15,132.2,INTRADAY,MARKET,-894.75,268313.25,-82.22,532.22,768313.25,-1.55
3132,NSE_FO:BANKNIFTY08SEP2239600PE [LOCAL],02-09-2022 09:17,9f409126e66e4dd4bea68c27b63e81ea,SELL,15,446.65,INTRADAY,MARKET,02-09-2022 09:34,a4458ce565144e11ace7e27b08c37c76,BUY,15,629.2,INTRADAY,MARKET,-2738.25,265575.0,-40.87,531.15,765575.0,-1.9
3133,NSE_FO:BANKNIFTY08SEP2239600CE [LOCAL],02-09-2022 09:17,e9686f58e25541669341f990efc605bf,SELL,15,441.45,INTRADAY,MARKET,02-09-2022 15:10,5352b99cf3724111ba6592ba1ddef074,BUY,15,326.55,INTRADAY,MARKET,1723.5,267298.5,26.03,537.38,767298.5,-1.68
3134,NSE_FO:BANKNIFTY08SEP2239100PE [LOCAL],02-09-2022 09:34,ca46b2a541c141b3be5b7c681ecba481,SELL,15,383.75,INTRADAY,MARKET,02-09-2022 15:10,11ea1cd065714b9e96cc41907593bc66,BUY,15,291.15,INTRADAY,MARKET,1389.0,268687.5,24.13,533.93,768687.5,-1.5
3135,NSE_FO:BANKNIFTY08SEP2239600PE [LOCAL],05-09-2022 09:17,cf901099a7414a53be72b2205dc0ca66,SELL,15,388.55,INTRADAY,MARKET,05-09-2022 15:10,3096780a942c4b1fa9c4f3d21061246a,BUY,15,262.25,INTRADAY,MARKET,1894.5,270582.0,32.51,538.0,770582.0,-1.26
3136,NSE_FO:BANKNIFTY08SEP2239600CE [LOCAL],05-09-2022 09:17,bc075fd58e7248b78c9b2085f9b7fb02,SELL,15,412.4,INTRADAY,MARKET,05-09-2022 12:21,63632289cdc8464baf58fabf4eb221a6,BUY,15,517.7,INTRADAY,MARKET,-1579.5,269002.5,-25.53,534.22,769002.5,-1.46
3137,NSE_FO:BANKNIFTY08SEP2240100CE [LOCAL],05-09-2022 12:21,87c813ba614840e4a7a883ac39725802,SELL,15,250.0,INTRADAY,MARKET,05-09-2022 15:10,c381d8752fc64e82aba8543018581f87,BUY,15,228.0,INTRADAY,MARKET,330.0,269332.5,8.8,538.67,769332.5,-1.42
3138,NSE_FO:BANKNIFTY08SEP2240000PE [LOCAL],06-09-2022 09:17,0ec6f80a6a7f447e94b3adf949b6530f,SELL,15,315.35,INTRADAY,MARKET,06-09-2022 10:12,3ce68f1d272a42379ee48f2c733d1860,BUY,15,477.3,INTRADAY,MARKET,-2429.25,266903.25,-51.36,533.81,766903.25,-1.73
3139,NSE_FO:BANKNIFTY08SEP2240000CE [LOCAL],06-09-2022 09:17,0a59a2369d984fc9a7ac7d0e5538198d,SELL,15,350.95,INTRADAY,MARKET,06-09-2022 15:10,93b9352dcc684dcea856cf84d69b29b1,BUY,15,199.3,INTRADAY,MARKET,2274.75,269178.0,43.21,539.64,769178.0,-1.44
3140,NSE_FO:BANKNIFTY08SEP2239500PE [LOCAL],06-09-2022 10:12,d5218ab2806e4351b0ae1fbdf40ff5c4,SELL,15,242.3,INTRADAY,MARKET,06-09-2022 15:10,28b27cd91f5841eaace0642eacc4249d,BUY,15,199.55,INTRADAY,MARKET,641.25,269819.25,17.64,535.09,769819.25,-1.36
3141,NSE_FO:BANKNIFTY08SEP2239300PE [LOCAL],07-09-2022 09:17,1903f4aaa7dc478ba51fea4a04ea3a7e,SELL,15,270.4,INTRADAY,MARKET,07-09-2022 15:10,afc0e98b550641caad0aba6faba618e9,BUY,15,156.3,INTRADAY,MARKET,1711.5,271530.75,42.2,539.79,771530.75,-1.14
3142,NSE_FO:BANKNIFTY08SEP2239300CE [LOCAL],07-09-2022 09:17,acdb5f7c95554ad0b0be6b4f68bc1e3d,SELL,15,306.5,INTRADAY,MARKET,07-09-2022 09:26,d7aa7961eca54f078b002737200df05f,BUY,15,415.5,INTRADAY,MARKET,-1635.0,269895.75,-35.56,536.37,769895.75,-1.35
3143,NSE_FO:BANKNIFTY08SEP2239700CE [LOCAL],07-09-2022 09:26,fad1294922c448018ebd4a4b56c587e1,SELL,15,208.85,INTRADAY,MARKET,07-09-2022 15:10,e3a114d8704e4e02ba1377b9e5886a6c,BUY,15,125.75,INTRADAY,MARKET,1246.5,271142.25,39.79,542.28,771142.25,-1.19
3144,NSE_FO:BANKNIFTY08SEP2239800PE [LOCAL],08-09-2022 09:17,097de10bce6b4b06a0c434a1355cc35e,SELL,15,151.45,INTRADAY,MARKET,08-09-2022 14:34,9f8acd061b7a4d63a5d45c9dd5536001,BUY,15,6.2,INTRADAY,MARKET,2178.75,273321.0,95.91,542.02,773321.0,-0.91
3145,NSE_FO:BANKNIFTY08SEP2239800CE [LOCAL],08-09-2022 09:17,01e38cf3a5124076b345c521405c02dd,SELL,15,166.9,INTRADAY,MARKET,08-09-2022 09:34,4eb912c25e5e4692a5d4367fd1e0c6ff,BUY,15,210.9,INTRADAY,MARKET,-660.0,272661.0,-26.36,540.96,772661.0,-0.99
3146,NSE_FO:BANKNIFTY08SEP2240000CE [LOCAL],08-09-2022 09:34,aab638be64fe43c69df7d2045fbc8c87,SELL,15,107.35,INTRADAY,MARKET,08-09-2022 12:37,86734bc7f8de4ab29617a50864b21d18,BUY,15,171.8,INTRADAY,MARKET,-966.75,271694.25,-60.04,539.03,771694.25,-1.12
3147,NSE_FO:BANKNIFTY08SEP2240000PE [LOCAL],08-09-2022 11:44,0f97370dc643496dadb08c9697b9576d,SELL,15,131.9,INTRADAY,MARKET,08-09-2022 15:10,3df63a9ce4cc41c9ac64dc9ab9d60d36,BUY,15,0.95,INTRADAY,MARKET,1964.25,273658.5,99.28,545.8,773658.5,-0.86
3148,NSE_FO:BANKNIFTY08SEP2240200CE [LOCAL],08-09-2022 12:37,c1d0a1cbd18244549e2daa66d6a2baf4,SELL,15,72.8,INTRADAY,MARKET,08-09-2022 15:10,df81afd9e84d4ebdb7a7f6718b89415a,BUY,15,19.05,INTRADAY,MARKET,806.25,274464.75,73.83,547.41,774464.75,-0.76
3149,NSE_FO:BANKNIFTY08SEP2239900CE [LOCAL],08-09-2022 13:01,9778bfcf29a6464fb7daaff3a5f613d8,SELL,15,142.3,INTRADAY,MARKET,08-09-2022 13:18,bdbcf3bc68864fc0923c9fee5fefdb21,BUY,15,187.8,INTRADAY,MARKET,-682.5,273782.25,-31.97,537.67,773782.25,-0.85
3150,NSE_FO:BANKNIFTY08SEP2240300PE [LOCAL],08-09-2022 14:34,edde3336daac46a5849a703d18312e2e,SELL,15,98.85,INTRADAY,MARKET,08-09-2022 15:00,d6e09155544442d4bb04fef6e5671a0c,BUY,15,104.0,INTRADAY,MARKET,-77.25,273705.0,-5.21,541.87,773705.0,-0.86
3151,NSE_FO:BANKNIFTY15SEP2240500PE [LOCAL],09-09-2022 09:17,67a5eacf40124af8918c44c7ef38d2ad,SELL,15,407.8,INTRADAY,MARKET,09-09-2022 15:10,32d2218fec4248caaf53fbbe2b9ae015,BUY,15,402.05,INTRADAY,MARKET,86.25,273791.25,1.41,547.58,773791.25,-0.85
3152,NSE_FO:BANKNIFTY15SEP2240500CE [LOCAL],09-09-2022 09:17,ad2c021c1afe4504abedac188ec38ada,SELL,15,443.25,INTRADAY,MARKET,09-09-2022 15:10,9caef26999eb4e548115e84ec6c28062,BUY,15,391.6,INTRADAY,MARKET,774.75,274566.0,11.65,549.13,774566.0,-0.75
3153,NSE_FO:BANKNIFTY15SEP2240600PE [LOCAL],12-09-2022 09:17,65e05b57b28e4273a508dd59ea4a8e0c,SELL,15,369.1,INTRADAY,MARKET,12-09-2022 15:10,8636955957464c13b1f8244bfc2ba441,BUY,15,335.5,INTRADAY,MARKET,504.0,275070.0,9.1,550.14,775070.0,-0.68
3154,NSE_FO:BANKNIFTY15SEP2240600CE [LOCAL],12-09-2022 09:17,9cdb190f97814d53b88bf4d7d9bade8a,SELL,15,370.0,INTRADAY,MARKET,12-09-2022 15:10,05acda8e83524993a511fae6da55ce8b,BUY,15,363.75,INTRADAY,MARKET,93.75,275163.75,1.69,550.33,775163.75,-0.67
3155,NSE_FO:BANKNIFTY15SEP2240800PE [LOCAL],13-09-2022 09:17,1175dbbf75834b2fabfe27ab4b4678dd,SELL,15,314.55,INTRADAY,MARKET,13-09-2022 15:10,fe5513a15f8440918b8fe27322e22422,BUY,15,253.55,INTRADAY,MARKET,915.0,276078.75,19.39,552.16,776078.75,-0.55
3156,NSE_FO:BANKNIFTY15SEP2240800CE [LOCAL],13-09-2022 09:17,e61679f03f4246d6ae0a71e973d023c1,SELL,15,305.0,INTRADAY,MARKET,13-09-2022 15:10,0660527bda7a45539fd9845d0d28371c,BUY,15,324.1,INTRADAY,MARKET,-286.5,275792.25,-6.26,551.58,775792.25,-0.59
3157,NSE_FO:BANKNIFTY15SEP2240600PE [LOCAL],14-09-2022 09:17,1be2c620aea245abbcab2ff88cd51638,SELL,15,304.5,INTRADAY,MARKET,14-09-2022 12:34,c4ba3996ecfc4551b602600949864292,BUY,15,82.05,INTRADAY,MARKET,3336.75,279129.0,73.05,548.47,779129.0,-0.16
3158,NSE_FO:BANKNIFTY15SEP2240600CE [LOCAL],14-09-2022 09:17,d2b9e8b1d615431a9f16f40f1d74bd1a,SELL,15,256.8,INTRADAY,MARKET,14-09-2022 10:34,a72b4492ea8b4f8e96a5272c761f7110,BUY,15,379.25,INTRADAY,MARKET,-1836.75,277292.25,-47.68,547.91,777292.25,-0.4
3159,NSE_FO:BANKNIFTY15SEP2240900CE [LOCAL],14-09-2022 10:34,a0aa773fb67340aebde33b09e9a07d44,SELL,15,203.8,INTRADAY,MARKET,14-09-2022 12:10,adf59ffcd9b44483a0e0e34b14b0683e,BUY,15,423.75,INTRADAY,MARKET,-3299.25,273993.0,-107.92,541.31,773993.0,-0.82
3160,NSE_FO:BANKNIFTY15SEP2241000PE [LOCAL],14-09-2022 11:06,82c7f862313648779ea3889551ddfde7,SELL,15,281.35,INTRADAY,MARKET,14-09-2022 12:34,11dab668c26b41cbae1d13af173746e0,BUY,15,156.25,INTRADAY,MARKET,1876.5,275869.5,44.46,545.07,775869.5,-0.58
3161,NSE_FO:BANKNIFTY15SEP2241300CE [LOCAL],14-09-2022 12:10,bf968b93adaf40278f5894b2dbcf0f72,SELL,15,185.35,INTRADAY,MARKET,14-09-2022 12:34,05dd3d6fe8034f6497e2ad7ad754d07e,BUY,15,294.45,INTRADAY,MARKET,-1636.5,274233.0,-58.86,541.79,774233.0,-0.79
3162,NSE_FO:BANKNIFTY15SEP2241300PE [LOCAL],14-09-2022 12:34,04de2b77995e413eb2fceccbbffbe57e,SELL,15,258.2,INTRADAY,MARKET,14-09-2022 15:10,e00a5e807ee74c62915286f6708d60c4,BUY,15,179.65,INTRADAY,MARKET,1178.25,275411.25,30.42,549.43,775411.25,-0.64
3163,NSE_FO:BANKNIFTY15SEP2241300CE [LOCAL],14-09-2022 12:34,7f5717971e8f4b57bb6e9b70884e8094,SELL,15,294.45,INTRADAY,MARKET,14-09-2022 14:07,2b598e3255374a1f935e1358c9dd0f20,BUY,15,341.0,INTRADAY,MARKET,-698.25,274713.0,-15.81,547.07,774713.0,-0.73
3164,NSE_FO:BANKNIFTY15SEP2241600CE [LOCAL],14-09-2022 14:07,0900712e8ea3414095d24f7054c43e91,SELL,15,169.4,INTRADAY,MARKET,14-09-2022 15:10,6d3e4dce18d247a9940c26588d605597,BUY,15,149.05,INTRADAY,MARKET,305.25,275018.25,12.01,550.04,775018.25,-0.69
3165,NSE_FO:BANKNIFTY15SEP2241600PE [LOCAL],15-09-2022 09:17,068b644fc07b456fa981fdf9bc2994bb,SELL,15,151.75,INTRADAY,MARKET,15-09-2022 10:11,0f52301a00844ef683a9af984c417894,BUY,15,342.3,INTRADAY,MARKET,-2858.25,272160.0,-125.57,542.85,772160.0,-1.06
3166,NSE_FO:BANKNIFTY15SEP2241600CE [LOCAL],15-09-2022 09:17,c3fe164db56a40fbb99e891748446a01,SELL,15,200.1,INTRADAY,MARKET,15-09-2022 09:20,b4166b8bc3ef4d879889a09b0dbd4f22,BUY,15,249.05,INTRADAY,MARKET,-734.25,271425.75,-24.46,548.57,771425.75,-1.15
3167,NSE_FO:BANKNIFTY15SEP2241800CE [LOCAL],15-09-2022 09:20,11b05bd700d24e7e9d6baef34b68bace,SELL,15,137.75,INTRADAY,MARKET,15-09-2022 10:15,2a99589ad5a24a97babbe04836c63080,BUY,15,75.75,INTRADAY,MARKET,930.0,272355.75,45.01,547.01,772355.75,-1.03
3168,NSE_FO:BANKNIFTY15SEP2241500CE [LOCAL],15-09-2022 09:55,87635e725b464d048210cbba22bc12f8,SELL,15,227.35,INTRADAY,MARKET,15-09-2022 10:15,b11da13387304027ae3d2a9c430dbc8f,BUY,15,185.0,INTRADAY,MARKET,635.25,272991.0,18.63,545.15,772991.0,-0.95
3169,NSE_FO:BANKNIFTY15SEP2241200PE [LOCAL],15-09-2022 10:11,0bdb1f35d2f24ca586fb906e1e8fafa5,SELL,15,151.4,INTRADAY,MARKET,15-09-2022 10:15,bfba3e409d2e4bf6afd8589eda98b739,BUY,15,117.05,INTRADAY,MARKET,515.25,273506.25,22.69,543.88,773506.25,-0.88
3170,NSE_FO:BANKNIFTY15SEP2241500PE [LOCAL],15-09-2022 10:15,6f200e7a66e240ae96c0457d3d9bb330,SELL,15,231.6,INTRADAY,MARKET,15-09-2022 10:34,eaa874c81b244f7f91a5d306a8e6852a,BUY,15,282.9,INTRADAY,MARKET,-769.5,272736.75,-22.15,545.47,772736.75,-0.98
3171,NSE_FO:BANKNIFTY15SEP2241500CE [LOCAL],15-09-2022 10:15,958e1b216e9748cdbf4442842216ea30,SELL,15,185.0,INTRADAY,MARKET,15-09-2022 15:10,9c61b1bb9c3a49a6ab064f9b4823c037,BUY,15,0.6,INTRADAY,MARKET,2766.0,275502.75,99.68,552.35,775502.75,-0.63
3172,NSE_FO:BANKNIFTY15SEP2241200PE [LOCAL],15-09-2022 10:34,76742b94e61c41028271f96f69c579cf,SELL,15,142.75,INTRADAY,MARKET,15-09-2022 15:10,f912089de55347a780bf3737272397c6,BUY,15,11.9,INTRADAY,MARKET,1962.75,277465.5,91.66,546.82,777465.5,-0.38
3173,NSE_FO:BANKNIFTY15SEP2241300CE [LOCAL],15-09-2022 10:46,3f980ca75b4b465bad2d6d541393ed9b,SELL,15,162.65,INTRADAY,MARKET,15-09-2022 11:38,f16c8c798b5b45ab92148ee7d9f81b4b,BUY,15,182.5,INTRADAY,MARKET,-297.75,277167.75,-12.2,544.88,777167.75,-0.42
3174,NSE_FO:BANKNIFTY15SEP2241200CE [LOCAL],15-09-2022 12:10,2163fc1a8692478f9bf6eb751c62bfaf,SELL,15,130.0,INTRADAY,MARKET,15-09-2022 12:30,ee3172095a8b4a7e9b5401fcea10e1b7,BUY,15,196.05,INTRADAY,MARKET,-990.75,276177.0,-50.81,542.9,776177.0,-0.54
3175,NSE_FO:BANKNIFTY22SEP2241000PE [LOCAL],16-09-2022 09:17,06d4855cce90421d9361ec6bdf513d44,SELL,15,516.7,INTRADAY,MARKET,16-09-2022 14:05,22a8245dfd584bafa704ff41f4b941fe,BUY,15,690.35,INTRADAY,MARKET,-2604.75,273572.25,-33.61,547.14,773572.25,-0.88
3176,NSE_FO:BANKNIFTY22SEP2241000CE [LOCAL],16-09-2022 09:17,981d0e04dd194ff6b18f93d6d027d2d9,SELL,15,474.9,INTRADAY,MARKET,16-09-2022 14:05,0a45dd6592ee40998c0ae4c1c9e0cbf1,BUY,15,330.45,INTRADAY,MARKET,2166.75,275739.0,30.42,551.48,775739.0,-0.6
3177,NSE_FO:BANKNIFTY22SEP2240500PE [LOCAL],16-09-2022 14:05,fa06e1b0f6794a90a4cff006446a985e,SELL,15,434.45,INTRADAY,MARKET,16-09-2022 14:05,8fe56c82c30447af8dcecb681ff33ff1,BUY,15,434.45,INTRADAY,MARKET,0.0,275739.0,0.0,547.14,775739.0,-0.6
3178,NSE_FO:BANKNIFTY22SEP2240600PE [LOCAL],16-09-2022 14:05,bec7b8e6056847d5afea27ede554537b,SELL,15,479.65,INTRADAY,MARKET,16-09-2022 15:10,eeeb164e9fd94a66ba628e48968deeb8,BUY,15,389.8,INTRADAY,MARKET,1347.75,277086.75,18.73,554.17,777086.75,-0.43
3179,NSE_FO:BANKNIFTY22SEP2240600CE [LOCAL],16-09-2022 14:05,4e40738e0f2647b49bcf230418988cae,SELL,15,518.0,INTRADAY,MARKET,16-09-2022 15:10,643c036f9e0a4c8d89f1245a5b7ed92c,BUY,15,588.95,INTRADAY,MARKET,-1064.25,276022.5,-13.7,552.05,776022.5,-0.56
3180,NSE_FO:BANKNIFTY22SEP2240800PE [LOCAL],19-09-2022 09:17,af2053b740fa4696b6fd898555143924,SELL,15,471.0,INTRADAY,MARKET,19-09-2022 15:10,67783c2187d4470592ab23a23bbd22c3,BUY,15,390.65,INTRADAY,MARKET,1205.25,277227.75,17.06,548.96,777227.75,-0.41
3181,NSE_FO:BANKNIFTY22SEP2240800CE [LOCAL],19-09-2022 09:17,e2de0961578f4ab9a2b9f738741c4288,SELL,15,439.75,INTRADAY,MARKET,19-09-2022 09:55,14ed47ce000f41c18cd48149ddaf70ba,BUY,15,622.85,INTRADAY,MARKET,-2746.5,274481.25,-41.64,546.55,774481.25,-0.76
3182,NSE_FO:BANKNIFTY22SEP2241300CE [LOCAL],19-09-2022 09:55,d68de03990ab41b2b065c55676eb313f,SELL,15,352.1,INTRADAY,MARKET,19-09-2022 15:10,dfc1674304534ee6940bd44bff59637f,BUY,15,227.9,INTRADAY,MARKET,1863.0,276344.25,35.27,552.69,776344.25,-0.52
3183,NSE_FO:BANKNIFTY22SEP2241400PE [LOCAL],20-09-2022 09:17,04d02957457a453e845d5ab26ea0101c,SELL,15,374.05,INTRADAY,MARKET,20-09-2022 15:10,cb3a48530cdd4b75b162de4a0c8c3141,BUY,15,301.9,INTRADAY,MARKET,1082.25,277426.5,19.29,550.42,777426.5,-0.38
3184,NSE_FO:BANKNIFTY22SEP2241400CE [LOCAL],20-09-2022 09:17,d01814a15130455ea6f94e15e2f9a105,SELL,15,347.7,INTRADAY,MARKET,20-09-2022 12:34,300f91397349469688203ccbebb610e0,BUY,15,495.55,INTRADAY,MARKET,-2217.75,275208.75,-42.52,548.25,775208.75,-0.67
3185,NSE_FO:BANKNIFTY22SEP2241900CE [LOCAL],20-09-2022 12:34,e89372e52fb04cbdaabaec7f8f647d52,SELL,15,229.15,INTRADAY,MARKET,20-09-2022 15:10,f60dc015405c42e7a10e564bd76a78a9,BUY,15,150.2,INTRADAY,MARKET,1184.25,276393.0,34.45,552.79,776393.0,-0.51
3186,NSE_FO:BANKNIFTY22SEP2241400PE [LOCAL],21-09-2022 09:17,1571b0e238dc4fa2909a417a91a37873,SELL,15,326.9,INTRADAY,MARKET,21-09-2022 11:54,9bf196a8e6b54118a01fca0236958ac8,BUY,15,451.6,INTRADAY,MARKET,-1870.5,274522.5,-38.15,549.04,774522.5,-0.75
3187,NSE_FO:BANKNIFTY22SEP2241400CE [LOCAL],21-09-2022 09:17,76e3e4535a924f789fd7cb4fea46ab01,SELL,15,342.5,INTRADAY,MARKET,21-09-2022 12:09,a72f3a3ae9b7466580e8b8137ff7c22b,BUY,15,189.7,INTRADAY,MARKET,2292.0,276814.5,44.61,550.93,776814.5,-0.46
3188,NSE_FO:BANKNIFTY22SEP2240900PE [LOCAL],21-09-2022 11:54,f4f923a759e344b2a4f8eced369da751,SELL,15,219.0,INTRADAY,MARKET,21-09-2022 12:09,636338695c514939bf4de9e4c244e878,BUY,15,308.95,INTRADAY,MARKET,-1349.25,275465.25,-41.07,546.35,775465.25,-0.63
3189,NSE_FO:BANKNIFTY22SEP2241000PE [LOCAL],21-09-2022 12:09,98f65aa19d8a43da86bb9a7b553448b9,SELL,15,352.5,INTRADAY,MARKET,21-09-2022 15:10,5cacbe2048ac4bfb89cc404ebf40c063,BUY,15,254.35,INTRADAY,MARKET,1472.25,276937.5,27.84,551.61,776937.5,-0.44
3190,NSE_FO:BANKNIFTY22SEP2241000CE [LOCAL],21-09-2022 12:09,1687d66abf3a4109b3ca5361603b2485,SELL,15,362.65,INTRADAY,MARKET,21-09-2022 13:42,a1b7616643564c65a95c49bf0b0f2437,BUY,15,438.1,INTRADAY,MARKET,-1131.75,275805.75,-20.81,548.67,775805.75,-0.59
3191,NSE_FO:BANKNIFTY22SEP2241400CE [LOCAL],21-09-2022 13:42,808114ebfbf14104a0e3b3d5c6fa59fa,SELL,15,228.8,INTRADAY,MARKET,21-09-2022 15:10,b33797db1f044b10865bed72e0f7b416,BUY,15,242.15,INTRADAY,MARKET,-200.25,275605.5,-5.83,551.21,775605.5,-0.62
3192,NSE_FO:BANKNIFTY22SEP2240800PE [LOCAL],22-09-2022 09:17,4f346354b1a24bfea5ff58389fed6eaf,SELL,15,237.65,INTRADAY,MARKET,22-09-2022 12:08,213cae60fe8c49d5bd22f3c2ca98d915,BUY,15,313.05,INTRADAY,MARKET,-1131.0,274474.5,-31.73,544.13,774474.5,-0.76
3193,NSE_FO:BANKNIFTY22SEP2240800CE [LOCAL],22-09-2022 09:17,a33de1c2df054aadad3068afea630bde,SELL,15,255.05,INTRADAY,MARKET,22-09-2022 09:20,0cd98a65ecf246a38a7d3b7ed3758c23,BUY,15,352.2,INTRADAY,MARKET,-1457.25,273017.25,-38.09,548.3,773017.25,-0.95
3194,NSE_FO:BANKNIFTY22SEP2241200CE [LOCAL],22-09-2022 09:20,c9676317d7ab4a1e976d1bbcd9b565e8,SELL,15,150.85,INTRADAY,MARKET,22-09-2022 13:33,f100a14306d344158f4f8e5558f7b6b3,BUY,15,6.65,INTRADAY,MARKET,2163.0,275180.25,95.59,549.53,775180.25,-0.67
3195,NSE_FO:BANKNIFTY22SEP2241100PE [LOCAL],22-09-2022 09:35,276d4914b0254dae96336ba063b1dccb,SELL,15,186.3,INTRADAY,MARKET,22-09-2022 09:45,6c1d5aed91704368a10dca33dd7ec84c,BUY,15,249.85,INTRADAY,MARKET,-953.25,274227.0,-34.11,546.39,774227.0,-0.79
3196,NSE_FO:BANKNIFTY22SEP2240500CE [LOCAL],22-09-2022 11:17,99085a49501145eb907c08f5bb33e685,SELL,15,254.8,INTRADAY,MARKET,22-09-2022 13:33,36b2570764b0488ea0c5ed2540fd5d46,BUY,15,262.55,INTRADAY,MARKET,-116.25,274110.75,-3.04,542.72,774110.75,-0.81
3197,NSE_FO:BANKNIFTY22SEP2240600PE [LOCAL],22-09-2022 12:08,ac37232ba69342c2a5e5f284436dc841,SELL,15,169.85,INTRADAY,MARKET,22-09-2022 12:42,d7db98ae7f7d4bb9a2fe2b8a8b015438,BUY,15,208.95,INTRADAY,MARKET,-586.5,273524.25,-23.02,542.96,773524.25,-0.88
3198,NSE_FO:BANKNIFTY22SEP2240400PE [LOCAL],22-09-2022 12:42,852ebb580963451b8840bcfae7e547da,SELL,15,95.8,INTRADAY,MARKET,22-09-2022 13:33,a0bf01b325a0410ebfaf78fccf5dbe05,BUY,15,13.1,INTRADAY,MARKET,1240.5,274764.75,86.33,545.2,774764.75,-0.72
3199,NSE_FO:BANKNIFTY22SEP2241000PE [LOCAL],22-09-2022 13:33,07237726212943da8b4f329c7fd0d518,SELL,15,279.5,INTRADAY,MARKET,22-09-2022 13:33,e6e00bdeea7e45a683b41f4d690f9075,BUY,15,279.5,INTRADAY,MARKET,0.0,274764.75,0.0,542.96,774764.75,-0.72
3200,NSE_FO:BANKNIFTY22SEP2240700PE [LOCAL],22-09-2022 13:33,913201adcf7a4bd4a0d448909a120d7d,SELL,15,77.85,INTRADAY,MARKET,22-09-2022 15:10,174feac458594f4fb1c17464d8afb6a5,BUY,15,73.05,INTRADAY,MARKET,72.0,274836.75,6.17,544.83,774836.75,-0.71
3201,NSE_FO:BANKNIFTY22SEP2240700CE [LOCAL],22-09-2022 13:33,3115a9093cb645d292031c7d7a620e0e,SELL,15,115.65,INTRADAY,MARKET,22-09-2022 13:35,5507685cba1c49658e700aaed56ac716,BUY,15,157.65,INTRADAY,MARKET,-630.0,274206.75,-36.32,548.27,774206.75,-0.79
3202,NSE_FO:BANKNIFTY22SEP2240900CE [LOCAL],22-09-2022 13:35,0ebe46dca14e4c62b9ab12c2be343c4b,SELL,15,56.55,INTRADAY,MARKET,22-09-2022 14:02,d65fa35f8d4b4fcc9309d7d55640d01d,BUY,15,92.8,INTRADAY,MARKET,-543.75,273663.0,-64.1,545.91,773663.0,-0.86
3203,NSE_FO:BANKNIFTY22SEP2240800CE [LOCAL],22-09-2022 13:45,20ae1c6070fa4ebc9051f666e492242d,SELL,15,63.5,INTRADAY,MARKET,22-09-2022 13:50,cd103d5821854a1ea36f7fca6ff3902a,BUY,15,106.0,INTRADAY,MARKET,-637.5,273025.5,-66.93,546.99,773025.5,-0.95
3204,NSE_FO:BANKNIFTY22SEP2240800PE [LOCAL],22-09-2022 13:52,38655b23154b4698b803032abcef5bef,SELL,15,64.65,INTRADAY,MARKET,22-09-2022 14:43,5c51872cd34d4fe0910c9a70a076b415,BUY,15,75.9,INTRADAY,MARKET,-168.75,272856.75,-17.4,544.69,772856.75,-0.97
3205,NSE_FO:BANKNIFTY22SEP2241000CE [LOCAL],22-09-2022 14:02,78d32d8a8e154af2b29addd960574e3b,SELL,15,51.15,INTRADAY,MARKET,22-09-2022 15:10,f733bd56932e494aa4ef0ed9a136a7e9,BUY,15,0.55,INTRADAY,MARKET,759.0,273615.75,98.92,548.6,773615.75,-0.87
3206,NSE_FO:BANKNIFTY22SEP2240900CE [LOCAL],22-09-2022 14:14,9e5a0726287d4864a59c933ab723201e,SELL,15,59.9,INTRADAY,MARKET,22-09-2022 14:16,56d6ce1c79ef4ce983e871301e8fa79d,BUY,15,89.2,INTRADAY,MARKET,-439.5,273176.25,-48.91,545.03,773176.25,-0.93
3207,NSE_FO:BANKNIFTY22SEP2240800CE [LOCAL],22-09-2022 14:28,2933e385a298446d888d94550eb8106f,SELL,15,75.6,INTRADAY,MARKET,22-09-2022 15:10,f68bcfebbdf4423c8c98a5b91914e70c,BUY,15,0.8,INTRADAY,MARKET,1122.0,274298.25,98.94,547.08,774298.25,-0.78
3208,NSE_FO:BANKNIFTY29SEP2240400PE [LOCAL],23-09-2022 09:17,e4e257b1ee8f45b8af4599db80b40166,SELL,15,484.5,INTRADAY,MARKET,23-09-2022 09:39,4225ff81ae694a51ad8854b59394cd52,BUY,15,676.8,INTRADAY,MARKET,-2884.5,271413.75,-39.69,542.83,771413.75,-1.15
3209,NSE_FO:BANKNIFTY29SEP2240400CE [LOCAL],23-09-2022 09:17,f38bd1f78f43432d9f142be635d84d8f,SELL,15,488.5,INTRADAY,MARKET,23-09-2022 09:46,6a4de790273247499ab053bc7b636925,BUY,15,309.7,INTRADAY,MARKET,2682.0,274095.75,36.6,544.88,774095.75,-0.81
3210,NSE_FO:BANKNIFTY29SEP2239900PE [LOCAL],23-09-2022 09:39,1d5c731a77204f5ba8beb1343445d0ca,SELL,15,415.2,INTRADAY,MARKET,23-09-2022 09:46,3d874e0de9aa44a2a73d80edf06dbb0a,BUY,15,525.6,INTRADAY,MARKET,-1656.0,272439.75,-26.59,539.52,772439.75,-1.02
